cafe_id,day_of_week,open_time,close_time,is_closed
"ChIJY-EMiy9VwokRsJnbr5bhi8M","6","11:00 AM","07:00 PM",false
"ChIJY-EMiy9VwokRsJnbr5bhi8M","7","11:00 AM","06:00 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","1","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","1","04:00 PM","08:40 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","2","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","2","04:00 PM","08:40 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","3","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","3","04:00 PM","08:40 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","4","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","4","04:00 PM","08:40 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","5","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","5","04:00 PM","09:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","6","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","6","04:00 PM","09:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","7","11:20 AM","03:20 PM",false
"ChIJRQSdarZhwokR8Ej-joAgal8","7","04:00 PM","08:40 PM",false
"ChIJi8cfxXpL6IkROAqZS8K0M58","1","","",true
"ChIJi8cfxXpL6IkROAqZS8K0M58","2","11:00 AM","07:00 PM",false
"ChIJi8cfxXpL6IkROAqZS8K0M58","3","11:00 AM","07:00 PM",false
"ChIJi8cfxXpL6IkROAqZS8K0M58","4","11:00 AM","08:00 PM",false
"ChIJi8cfxXpL6IkROAqZS8K0M58","5","11:00 AM","08:00 PM",false
"ChIJi8cfxXpL6IkROAqZS8K0M58","6","11:00 AM","08:00 PM",false
"ChIJi8cfxXpL6IkROAqZS8K0M58","7","11:00 AM","07:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","1","07:00 AM","08:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","2","07:00 AM","08:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","3","07:00 AM","08:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","4","07:00 AM","08:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","5","07:00 AM","08:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","6","07:00 AM","08:00 PM",false
"ChIJzTLtYUlfwokREss7JqDS5qo","7","07:00 AM","08:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","1","09:00 AM","02:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","2","09:00 AM","02:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","3","09:00 AM","02:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","4","10:00 AM","06:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","5","10:00 AM","06:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","6","10:00 AM","06:00 PM",false
"ChIJRVh4QABT5okRZixXZz2__gc","7","10:00 AM","05:00 PM",false
"ChIJRfY79IFZwokRSxU609-AfqA","1","","",true
"ChIJRfY79IFZwokRSxU609-AfqA","2","","",true
"ChIJRfY79IFZwokRSxU609-AfqA","3","09:00 AM","09:00 PM",false
"ChIJRfY79IFZwokRSxU609-AfqA","4","09:00 AM","09:00 PM",false
"ChIJRfY79IFZwokRSxU609-AfqA","5","09:00 AM","09:00 PM",false
"ChIJRfY79IFZwokRSxU609-AfqA","6","09:00 AM","09:00 PM",false
"ChIJRfY79IFZwokRSxU609-AfqA","7","09:00 AM","09:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","1","06:00 AM","10:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","2","06:00 AM","10:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","3","06:00 AM","10:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","4","06:00 AM","10:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","5","06:00 AM","10:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","6","06:00 AM","10:00 PM",false
"ChIJQ9OxvYNewokR5Q4Deyck9-g","7","07:00 AM","10:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","1","11:00 AM","08:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","2","11:00 AM","08:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","3","12:00 PM","08:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","4","11:00 AM","08:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","5","10:00 AM","09:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","6","10:00 AM","10:00 PM",false
"ChIJY6KpsqaLwokRSnw7hoNdWzU","7","10:00 AM","09:00 PM",false
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","1","","",true
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","2","","",true
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","3","09:00 AM","06:00 PM",false
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","4","09:00 AM","06:00 PM",false
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","5","09:00 AM","06:00 PM",false
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","6","09:00 AM","06:00 PM",false
"ChIJkU8Hwwsx3YkRAcUcB-1Pd8c","7","09:00 AM","06:00 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","1","06:30 AM","07:30 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","2","06:30 AM","07:30 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","3","06:30 AM","07:30 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","4","06:30 AM","07:30 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","5","06:30 AM","07:30 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","6","07:00 AM","07:30 PM",false
"ChIJMX5YFCj2wokRdsRDPpJMflY","7","07:00 AM","07:30 PM",false
"ChIJiWLLbZBZwokRv8-Nipvgr78","1","07:30 AM","06:00 PM",false
"ChIJiWLLbZBZwokRv8-Nipvgr78","2","07:30 AM","06:00 PM",false
"ChIJiWLLbZBZwokRv8-Nipvgr78","3","07:30 AM","06:00 PM",false
"ChIJiWLLbZBZwokRv8-Nipvgr78","4","07:30 AM","06:00 PM",false
"ChIJiWLLbZBZwokRv8-Nipvgr78","5","07:30 AM","06:00 PM",false
"ChIJiWLLbZBZwokRv8-Nipvgr78","6","","",true
"ChIJiWLLbZBZwokRv8-Nipvgr78","7","08:00 AM","11:00 AM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","1","07:30 AM","06:00 PM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","2","07:30 AM","06:00 PM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","3","07:30 AM","06:00 PM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","4","07:30 AM","06:00 PM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","5","07:30 AM","06:00 PM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","6","08:00 AM","06:00 PM",false
"ChIJM3fGgMlZwokRWUlkMT5BMMU","7","08:00 AM","06:00 PM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","1","","",true
"ChIJUwBWYM6Q54kRTAF4kapBtGc","2","07:00 AM","11:00 AM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","2","11:30 AM","09:00 PM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","3","07:00 AM","11:00 AM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","3","11:30 AM","09:00 PM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","4","07:00 AM","11:00 AM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","4","11:30 AM","09:00 PM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","5","07:00 AM","11:00 AM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","5","11:30 AM","09:00 PM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","6","07:00 AM","10:00 PM",false
"ChIJUwBWYM6Q54kRTAF4kapBtGc","7","07:00 AM","08:00 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","1","07:00 AM","10:30 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","2","07:00 AM","10:30 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","3","07:00 AM","10:30 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","4","07:00 AM","10:30 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","5","07:00 AM","10:30 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","6","07:00 AM","10:30 PM",false
"ChIJeWOgDA73wokRC4KHABN6cSY","7","07:00 AM","10:30 PM",false
"ChIJZzvDNyc55okRaIMrohzuZ_c","1","09:00 AM","03:00 PM",false
"ChIJZzvDNyc55okRaIMrohzuZ_c","2","","",true
"ChIJZzvDNyc55okRaIMrohzuZ_c","3","09:00 AM","03:00 PM",false
"ChIJZzvDNyc55okRaIMrohzuZ_c","4","09:00 AM","03:00 PM",false
"ChIJZzvDNyc55okRaIMrohzuZ_c","5","09:00 AM","03:00 PM",false
"ChIJZzvDNyc55okRaIMrohzuZ_c","6","09:00 AM","03:00 PM",false
"ChIJZzvDNyc55okRaIMrohzuZ_c","7","09:00 AM","03:00 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","1","12:00 AM","11:59 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","2","12:00 AM","11:59 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","3","12:00 AM","11:59 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","4","12:00 AM","11:59 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","5","12:00 AM","11:59 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","6","12:00 AM","11:59 PM",false
"ChIJgbR7H435wokRAPt--buxfvQ","7","12:00 AM","11:59 PM",false
"ChIJOcgkuDwp6IkR02-uiidFiek","1","","",true
"ChIJOcgkuDwp6IkR02-uiidFiek","2","12:00 PM","08:00 PM",false
"ChIJOcgkuDwp6IkR02-uiidFiek","3","12:00 PM","08:00 PM",false
"ChIJOcgkuDwp6IkR02-uiidFiek","4","12:00 PM","08:00 PM",false
"ChIJOcgkuDwp6IkR02-uiidFiek","5","12:00 PM","08:00 PM",false
"ChIJOcgkuDwp6IkR02-uiidFiek","6","11:00 AM","08:00 PM",false
"ChIJOcgkuDwp6IkR02-uiidFiek","7","11:00 AM","06:00 PM",false
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","1","","",true
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","2","11:00 AM","06:00 PM",false
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","3","11:00 AM","06:00 PM",false
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","4","11:00 AM","06:00 PM",false
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","5","10:00 AM","06:00 PM",false
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","6","10:00 AM","06:00 PM",false
"ChIJC0b5mwKJxIkRC0hwHQeTtFI","7","11:00 AM","06:00 PM",false
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","1","","",true
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","2","","",true
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","3","09:30 AM","06:00 PM",false
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","4","09:30 AM","06:00 PM",false
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","5","09:30 AM","06:00 PM",false
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","6","09:30 AM","06:00 PM",false
"ChIJ8dpaBUv9uocRLvB2FXbC-ks","7","09:30 AM","06:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","1","","",true
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","2","","",true
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","3","11:00 AM","02:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","3","04:30 PM","08:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","4","11:00 AM","02:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","4","06:00 PM","08:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","5","11:00 AM","02:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","5","05:00 PM","08:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","6","11:00 AM","02:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","6","04:30 PM","08:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","7","11:00 AM","02:00 PM",false
"ChIJc6ArzKv1wIcRqjCtaWr5_g4","7","05:00 PM","08:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","1","11:00 AM","08:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","2","11:00 AM","08:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","3","11:00 AM","08:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","4","11:00 AM","08:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","5","11:00 AM","09:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","6","11:00 AM","09:00 PM",false
"ChIJLRgYAPJPtIkR_vy2PWfmsio","7","10:30 AM","05:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","1","09:00 AM","04:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","2","09:00 AM","04:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","3","09:00 AM","04:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","4","09:00 AM","04:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","5","09:00 AM","04:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","6","09:00 AM","04:00 PM",false
"ChIJ0SGGW1dT2YAROOUV5ZU8Mc0","7","09:00 AM","04:00 PM",false
"ChIJJ1R7f0513IARB87SxgRv6Dk","1","","",true
"ChIJJ1R7f0513IARB87SxgRv6Dk","2","08:00 AM","07:00 PM",false
"ChIJJ1R7f0513IARB87SxgRv6Dk","3","08:00 AM","07:00 PM",false
"ChIJJ1R7f0513IARB87SxgRv6Dk","4","08:00 AM","07:00 PM",false
"ChIJJ1R7f0513IARB87SxgRv6Dk","5","08:00 AM","07:00 PM",false
"ChIJJ1R7f0513IARB87SxgRv6Dk","6","08:00 AM","07:00 PM",false
"ChIJJ1R7f0513IARB87SxgRv6Dk","7","08:00 AM","06:00 PM",false
"ChIJWcPOLBYd24ARsM8unkf-C6A","1","","",true
"ChIJWcPOLBYd24ARsM8unkf-C6A","2","","",true
"ChIJWcPOLBYd24ARsM8unkf-C6A","3","10:00 AM","03:00 PM",false
"ChIJWcPOLBYd24ARsM8unkf-C6A","4","10:00 AM","03:00 PM",false
"ChIJWcPOLBYd24ARsM8unkf-C6A","5","10:00 AM","06:00 PM",false
"ChIJWcPOLBYd24ARsM8unkf-C6A","6","10:00 AM","06:00 PM",false
"ChIJWcPOLBYd24ARsM8unkf-C6A","7","10:00 AM","06:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","1","12:00 PM","07:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","2","12:00 PM","07:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","3","12:00 PM","07:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","4","12:00 PM","07:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","5","12:00 PM","07:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","6","10:00 AM","07:00 PM",false
"ChIJ3UerKMNnt4kRWilmqAkx_kM","7","12:00 PM","05:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","1","12:00 PM","06:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","2","12:00 PM","06:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","3","12:00 PM","06:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","4","12:00 PM","06:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","5","03:00 PM","08:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","6","12:00 PM","06:00 PM",false
"ChIJtWEq72driAQRIJdaHdIox7k","7","12:00 PM","06:00 PM",false
"ChIJx1O1WxwDyIkRClck-k1ho-s","1","","",true
"ChIJx1O1WxwDyIkRClck-k1ho-s","2","07:00 AM","07:00 PM",false
"ChIJx1O1WxwDyIkRClck-k1ho-s","3","07:00 AM","07:00 PM",false
"ChIJx1O1WxwDyIkRClck-k1ho-s","4","07:00 AM","07:00 PM",false
"ChIJx1O1WxwDyIkRClck-k1ho-s","5","07:00 AM","07:00 PM",false
"ChIJx1O1WxwDyIkRClck-k1ho-s","6","07:00 AM","07:00 PM",false
"ChIJx1O1WxwDyIkRClck-k1ho-s","7","07:00 AM","07:00 PM",false
"ChIJzW9One1HuIkRxTxE063XaCE","1","","",true
"ChIJzW9One1HuIkRxTxE063XaCE","2","07:00 AM","02:00 PM",false
"ChIJzW9One1HuIkRxTxE063XaCE","3","07:00 AM","02:00 PM",false
"ChIJzW9One1HuIkRxTxE063XaCE","4","07:00 AM","02:00 PM",false
"ChIJzW9One1HuIkRxTxE063XaCE","5","07:00 AM","02:00 PM",false
"ChIJzW9One1HuIkRxTxE063XaCE","6","07:00 AM","02:00 PM",false
"ChIJzW9One1HuIkRxTxE063XaCE","7","08:00 AM","02:00 PM",false
"ChIJjUDguEm2t4kRCqOfT31mdkA","1","11:00 AM","08:10 PM",false
"ChIJjUDguEm2t4kRCqOfT31mdkA","2","","",true
"ChIJjUDguEm2t4kRCqOfT31mdkA","3","11:00 AM","08:10 PM",false
"ChIJjUDguEm2t4kRCqOfT31mdkA","4","11:00 AM","08:10 PM",false
"ChIJjUDguEm2t4kRCqOfT31mdkA","5","11:00 AM","08:10 PM",false
"ChIJjUDguEm2t4kRCqOfT31mdkA","6","09:40 AM","08:10 PM",false
"ChIJjUDguEm2t4kRCqOfT31mdkA","7","09:40 AM","08:10 PM",false
"ChIJ73_63iuxt4kRp4ofOpQlfN8","1","12:00 PM","06:00 PM",false
"ChIJ73_63iuxt4kRp4ofOpQlfN8","2","","",true
"ChIJ73_63iuxt4kRp4ofOpQlfN8","3","12:00 PM","08:00 PM",false
"ChIJ73_63iuxt4kRp4ofOpQlfN8","4","12:00 PM","08:00 PM",false
"ChIJ73_63iuxt4kRp4ofOpQlfN8","5","12:00 PM","08:00 PM",false
"ChIJ73_63iuxt4kRp4ofOpQlfN8","6","11:00 AM","09:00 PM",false
"ChIJ73_63iuxt4kRp4ofOpQlfN8","7","12:00 PM","06:00 PM",false
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","1","11:00 AM","02:00 PM",false
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","2","","",true
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","3","11:00 AM","04:00 PM",false
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","4","11:00 AM","04:00 PM",false
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","5","11:00 AM","04:00 PM",false
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","6","11:00 AM","04:00 PM",false
"ChIJCwPrmJ2Lx4kRZ5syGJ9_iyw","7","11:00 AM","02:00 PM",false
"ChIJ9fhr1su3t4kRq65xu-crSqA","1","","",true
"ChIJ9fhr1su3t4kRq65xu-crSqA","2","12:00 PM","07:00 PM",false
"ChIJ9fhr1su3t4kRq65xu-crSqA","3","12:00 PM","07:00 PM",false
"ChIJ9fhr1su3t4kRq65xu-crSqA","4","12:00 PM","07:00 PM",false
"ChIJ9fhr1su3t4kRq65xu-crSqA","5","11:00 AM","07:00 PM",false
"ChIJ9fhr1su3t4kRq65xu-crSqA","6","11:00 AM","07:00 PM",false
"ChIJ9fhr1su3t4kRq65xu-crSqA","7","11:00 AM","07:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","1","","",true
"ChIJA2J3QwAlxokRWRnhNf5SAvA","2","","",true
"ChIJA2J3QwAlxokRWRnhNf5SAvA","3","10:00 AM","01:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","3","02:00 PM","06:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","4","10:00 AM","01:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","4","02:00 PM","06:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","5","10:00 AM","01:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","5","02:00 PM","06:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","6","10:00 AM","01:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","6","02:00 PM","06:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","7","10:00 AM","01:00 PM",false
"ChIJA2J3QwAlxokRWRnhNf5SAvA","7","02:00 PM","06:00 PM",false
"ChIJ-05fDU2l44kRWe40E9o2Id8","1","","",true
"ChIJ-05fDU2l44kRWe40E9o2Id8","2","","",true
"ChIJ-05fDU2l44kRWe40E9o2Id8","3","10:00 AM","08:00 PM",false
"ChIJ-05fDU2l44kRWe40E9o2Id8","4","10:00 AM","08:00 PM",false
"ChIJ-05fDU2l44kRWe40E9o2Id8","5","10:00 AM","08:00 PM",false
"ChIJ-05fDU2l44kRWe40E9o2Id8","6","10:00 AM","08:00 PM",false
"ChIJ-05fDU2l44kRWe40E9o2Id8","7","10:00 AM","06:00 PM",false
"ChIJvYBcZgR744kREPm53IBNc-U","1","","",true
"ChIJvYBcZgR744kREPm53IBNc-U","2","","",true
"ChIJvYBcZgR744kREPm53IBNc-U","3","08:00 AM","07:00 PM",false
"ChIJvYBcZgR744kREPm53IBNc-U","4","08:00 AM","07:00 PM",false
"ChIJvYBcZgR744kREPm53IBNc-U","5","08:00 AM","07:00 PM",false
"ChIJvYBcZgR744kREPm53IBNc-U","6","08:00 AM","05:00 PM",false
"ChIJvYBcZgR744kREPm53IBNc-U","7","08:00 AM","05:00 PM",false
"ChIJMfrA1C9744kRMLTK9uaXP4c","1","05:30 AM","07:00 PM",false
"ChIJMfrA1C9744kRMLTK9uaXP4c","2","05:30 AM","07:00 PM",false
